id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
1826482,Angular Basics for Absolute Beginners,/course/angular-6-for-beginners-by-harsha/,False,Free,False,"Angular 2, Angular 7, Angular 8, Angular 9, Angular 10, Overview, for Beginners & Dummies, Free Project",English,Angular Basics for Absolute Beginners,4.4,"Development,Web Development,Angular","Understand the overview of angular
Understand the Angular Building Blocks
Understand the Angular Design Goals
Create Angular Basic App with NavBar
Add Bootstrap to Angular App
Create Custom Components and Invoke them",
4544392,Flutter & Dart for Beginners: Complete Course [2023 Latest],/course/flutter-latest-course/,False,Free,False,Learn cross-platform mobile development to build a career as a Flutter Developer in 2022,English,Flutter & Dart for Beginners: Complete Course [2023 Latest],4.2,"Development,Mobile Development,Google Flutter","Build applications for Android, iOS, Web and Desktop
Learn about Dart and Flutter cross-platform framework
Complete a portfolio ready project with instructions
Network requests, UI building and more in Dart & Flutter
Understand the basics of widgets and build a strong foundation",
690552,"Learn Burp Suite, the Nr. 1 Web Hacking Tool",/course/burp-suite/,False,Free,False,Learn how to make you web application testing easier and faster with the Burp Suite.,English,"Learn Burp Suite, the Nr. 1 Web Hacking Tool",4.5,"IT & Software,Network & Security,Burp Suite","Learn how to use the Burp Suite in a web application penetration test
Through examples show you the main functionality of the Burp Suite
Start you in your way to become an efficient penetration tester",
1782622,Foundation Skills for a Successful Meditation Practice,/course/foundation-skills-for-meditation/,False,Free,False,"Learn how to find comfort in stillness, handle distraction and keep the mind focused to reap the benefits of meditation",English,Foundation Skills for a Successful Meditation Practice,4.7,"Personal Development,Personal Transformation,Meditation","You will know the difference between Concentration & Meditation
You will know how to prepare the body to be comfortable and settled while practicing meditation
You will know how to handle internal or external distraction while practicing meditation
You will know 6 major types of meditation
You will have a meditation journal started to track your progress and growth",
646896,Transform your life with NLP!,/course/introduction-to-nlp-live-seminar/,False,Free,False,You have all of the resources you need within you.,English,Transform your life with NLP!,4.8,"Personal Development,Personal Transformation,Neuro-Linguistic Programming","Learn how communication works within yourself and others.
See how easily you can change the results in your life.
Feel connected to your most resourceful self.",
2443810,Natural English Conversations,/course/english-conversations/,False,Free,False,"Learn tons of English words, phrases, expressions, and tips for handling natural everyday English conversations.",English,Natural English Conversations,4.7,"Teaching & Academics,Language Learning,English Conversation","Learn to start English conversations with strangers or friends
Learn how to keep an English conversation going with simple words, phrases, and questions
Master tons of expressions for asking people for help and asking them to wait
Learn how to politely agree and disagree in English
Master the most common greetings and responses in conversational English
Learn how to avoid using certain words too often, and how to avoid overusing filler words",
5320326,Python for Beginners: Comprehensive Course (2023),/course/python-for-absolute-beginners-learn-python-2023/,False,Free,False,Python 101: Learn the Basics of Python and Start Your Journey into the World of Programming,English,Python for Beginners: Comprehensive Course (2023),4.4,"Development,Programming Languages,Python","Acquire a solid understanding of Python basics, from syntax to data structures
Develop proficiency in Python's flow control, mastering conditional statements and loops
Gain hands-on experience in defining and using Python functions, including lambda functions
Learn to effectively use Python's modules, libraries, and handle errors and exceptions",
5458116,Digital Marketing Course for Beginners,/course/fundamentals-of-digital-marketing-online-course/,False,Free,False,"Master Digital Marketing Foundation with Board Infinity - Delving into SEO, SEM, Content, and Email Strategies.",English,Digital Marketing Course for Beginners,4.4,"Marketing,Digital Marketing,Digital Marketing","Understand marketing basics - 4Ps(Product, Price, Place, Promotion), STP - and their application in the digital marketing realm.
Compare and contrast traditional marketing with digital marketing, understanding the advantages of the latter and its impact on the marketing mix.
Comprehend various types of digital marketing media, their uses, and how to effectively build a digital marketing funnel to convert prospects into customers.
Gain proficiency in key online advertising channels including social media marketing, SEO/SEM, and email, content, and mobile marketing tactics.",
1361592,Trading Master 101 - Introduction To Technical Analysis,/course/trading-master-101-introduction-to-technical-analysis/,False,Free,False,Trading the Stock Markets! Learn how to read the charts the EASY way Today!,English,Trading Master 101 - Introduction To Technical Analysis,4.5,"Finance & Accounting,Investing & Trading,Stock Trading","Understand & Recognize the types of candlesticks
Read basic candlestick charts
Find Support & Resistance levels
Understand basic market trends & create trend lines
Understand how to avoid making big mistakes by entering a trade at undesirable price levels",
783802,Create Your Own Character in Blender,/course/create-your-own-character/,False,Free,False,Learn the Great skill of character creation with Blender 3D,English,Create Your Own Character in Blender,4.5,"Design,3D & Animation,Character Design","Add reference images
Use mirroring to speed up the modelling process
Model an entire character
Add an armature and generate control bones",
480068,Mobile App Design: From Sketches to Interactive Prototypes,/course/mobile-app-design-prototype/,False,Free,False,Learn to turn UX Design sketches into an interactive prototype on your mobile in a quick and fun way using Marvel App,English,Mobile App Design: From Sketches to Interactive Prototypes,4.8,"Design,User Experience Design,Mobile App Design",Turn your design sketches into engaging interactive mobile prototypes,
5211610,Concepts of Digital Marketing: Beginner to Pro in 2 hrs-2023,/course/concepts-of-digital-marketing-beginner-to-pro-in-3-hrs/,False,Free,False,Discover the secret to skyrocket your business/career with just 3 hours of mastering the Concepts of Digital Marketing!,English,Concepts of Digital Marketing: Beginner to Pro in 2 hrs-2023,3.9,"Marketing,Digital Marketing,Digital Marketing","Understanding Digital Marketing Basics
Developing a Digital marketing strategy
Learn to Implement and Measure Digital Marketing Tactics with Precision
Staying up-to-date with Digital Marketing trends",
5445146,How to Become a Software Tester / QA Engineer,/course/how-to-become-a-software-tester-h/,False,Free,False,"Plan for Software Testing/QA Career. TIPS for CV, Interviews & Freelance/Remote Software Testing Jobs. Testing Exercises",English,How to Become a Software Tester / QA Engineer,4.7,"Development,Software Testing,Software Testing","How to Become an effective Software Tester in 5 KEY STEPS
Why Software Testing is a GREAT CAREER option and one of the HIGHLY PAID IT Jobs
How to create a MARKETABLE CV and how to add essential TESTING SKILLS to your CV
How to be a Tester at ENTRY LEVEL and become a SUCCESSFUL Software Tester
TIPS for applying for Testing Jobs - FREELANCING & 100% REMOTE JOBS
TIPS around freelancing, building network and JOB HUNTING
ASSIGNMENTS: TESTING EXERCISES to learn Software Testing is more Fun!",
838602,AWS Certified Solutions Architect Associate Introduction,/course/aws-certified-solutions-architect-associate-in-30-days/,False,Free,False,Here is the proven approach that will show you how to become an AWS Certified Solutions Architect Associate in 30 Days,English,AWS Certified Solutions Architect Associate Introduction,4.5,"IT & Software,IT Certifications,AWS Certified Solutions Architect - Associate","Over 15 lectures and 1.5 hours of content!
The growth and demand for AWS certified solutions architect
The AWS certifications road map
The target audience for AWS certified solutions architect
Study approach and 30 Day plan to get AWS Certified
Distribution of questions across four exam domains
What to expect before and on your exam day?
Different types of exam questions
Brief review on important AWS services with exam tips",
